song_id,name,artist_name,tags,genre,duration_ms,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
TRDGIKI128F933D54D,Surfin' Bird,The Trashmen,"rock, classic_rock, 60s, oldies",Rock,145311,0.587,0.987,-5.716,1,0.0641,0.013,7.09e-06,0.319,0.868,99.412
TRSPLQS128F930D4B4,Blue Jean,David Bowie,"rock, pop, classic_rock, 80s, british, new_wave",Rock,191160,0.571,0.742,-9.883,1,0.0298,0.0756,0.661,0.31,0.884,124.477
TRGMIAU128F92E2241,Lost for Words,Pink Floyd,"rock, classic_rock, progressive_rock, psychedelic, psychedelic_rock",Rock,314893,0.604,0.441,-12.778,1,0.0256,0.0839,0.00988,0.706,0.195,96.251
TRBZNMB128F9307828,I Got You Babe,Sonny & Cher,"pop, classic_rock, 60s, oldies",,190080,0.629,0.795,-6.02,1,0.0278,0.136,5.44e-06,0.132,0.6,110.583
TRXSPLM128F42999FC,It's Not Unusual,Tom Jones,"pop, classic_rock, british, 70s, 60s, male_vocalists, oldies, lounge",,119120,0.51,0.85,-5.596,1,0.0844,0.697,0.0,0.267,0.853,92.352
TRPSSGT12903CC23BD,Take It to the Limit,Eagles,"rock, classic_rock, 70s",,287090,0.435,0.423,-8.795,1,0.024,0.0916,0.000659,0.132,0.451,91.137
TRLJYNC128F14A2DEE,La Bamba,Ritchie Valens,"classic_rock, 60s, oldies",,127733,0.591,0.901,-1.071,1,0.05,0.74,0.00341,0.331,0.945,74.921
TRLUERG128F92F3044,"Monday, Monday",The Mamas & the Papas,"classic_rock, folk, 60s, oldies",,196466,0.518,0.432,-12.557,1,0.0356,0.259,0.0,0.351,0.577,113.39
TRJPXXL128F14AAF76,Just Like Tom Thumb's Blues,Bob Dylan,"rock, classic_rock, folk, singer_songwriter, blues, piano, american, 60s, blues_rock",Rock,330040,0.495,0.438,-11.47,1,0.0281,0.738,0.0,0.289,0.601,99.07
TRUIYIH128F932CA6C,That'll Be the Day,Buddy Holly,"classic_rock, oldies",,139441,0.697,0.301,-16.661,1,0.0493,0.938,5.94e-06,0.288,0.842,126.696
TRLWWXL128F933D0C1,Walking In Memphis,Marc Cohn,"rock, pop, classic_rock, singer_songwriter, 90s, acoustic, piano, male_vocalists, mellow, pop_rock",,256053,0.564,0.529,-8.691,1,0.0344,0.534,0.0,0.261,0.329,130.437
TRILKHX12903C99B0E,Return to Sender,Elvis Presley,"rock, classic_rock, american, 60s, oldies",,130493,0.841,0.545,-8.493,1,0.0388,0.635,0.0,0.0487,0.967,131.76
TRFQBYR128F427A354,All I've Got to Do,The Beatles,"rock, classic_rock, british, 60s, oldies, love",,126133,0.487,0.722,-6.567,0,0.0396,0.224,0.0,0.0916,0.929,119.05
TRDOVIG128F930BF43,Shot Down in Flames,AC/DC,"classic_rock, hard_rock, heavy_metal, 70s, blues_rock",,202866,0.531,0.863,-4.534,1,0.0809,0.00165,0.132,0.884,0.652,130.762
TRSKATR128F4252499,My Father's Eyes,Eric Clapton,"rock, classic_rock, blues, 90s, guitar, blues_rock",Rock,323053,0.807,0.571,-6.177,1,0.0332,0.00797,0.00028,0.337,0.811,93.008
TROAMVV128F14917EE,Red Barchetta,Rush,"classic_rock, hard_rock, progressive_rock",Rock,368786,0.517,0.938,-5.989,1,0.0545,0.0164,0.000526,0.107,0.273,144.248
TRZUYII12903CD4888,Invisible Sun,The Police,"rock, classic_rock, 80s, british, new_wave",,223866,0.579,0.396,-11.201,1,0.0311,0.398,0.308,0.0913,0.172,120.291
TROIDQT12903CDFA28,Crossroads,Cream,"rock, classic_rock, blues, psychedelic, 60s, psychedelic_rock, guitar, blues_rock",,255600,0.378,0.756,-11.073,1,0.0673,0.436,0.0351,0.867,0.838,131.577
TRONHZY128F427C2C8,Sweet Talkin' Woman,Electric Light Orchestra,"rock, classic_rock, progressive_rock, 70s, oldies",Reggae,227600,0.599,0.614,-10.039,1,0.0298,0.317,0.0,0.162,0.88,121.957
TRGMFYB128F429823D,Tie Your Mother Down,Queen,"rock, classic_rock, hard_rock, 80s, british, 70s",,228336,0.362,0.942,-7.063,0,0.0386,2.29e-05,0.931,0.106,0.559,137.099
TRSJEWT128F933A252,Not to Touch the Earth,The Doors,"classic_rock, psychedelic, 60s, psychedelic_rock, blues_rock",,235453,0.416,0.734,-7.833,1,0.0412,0.0342,0.000125,0.102,0.372,118.343
TRLWVXZ128F146846F,There's a Place,The Beatles,"rock, pop, classic_rock, british, 60s, oldies, beautiful",Rock,108306,0.455,0.643,-8.872,1,0.0294,0.597,0.0,0.179,0.937,140.892
TRXDRMA128F9302F53,The Night They Drove Old Dixie Down,The Band,"rock, classic_rock, folk, 70s, 60s",,210440,0.511,0.464,-9.479,1,0.032,0.75,0.0,0.385,0.533,125.806
TRVRCBA128F9305F87,Miracle Drug,U2,"rock, classic_rock",Rock,234013,0.339,0.652,-5.732,0,0.0533,0.00586,0.000184,0.17,0.133,124.939
TRPQNIU128F429DA6D,In God's Country,U2,"rock, classic_rock, 80s",Rock,177040,0.499,0.576,-12.028,1,0.0318,0.0109,8.94e-05,0.726,0.596,125.592
TRPGPEJ128F92F9624,She's A Lady,Tom Jones,"pop, classic_rock, british, soundtrack, 70s, male_vocalists, oldies",,173000,0.435,0.928,-3.725,0,0.234,0.258,0.000362,0.248,0.498,119.229
TRXGWMG128E0792991,14 Years,Guns N' Roses,"rock, classic_rock, hard_rock, 80s, heavy_metal, 90s",,261373,0.41,0.929,-5.884,1,0.0354,0.0273,0.0013,0.12,0.554,138.462
TRCPLBX128F42950E2,Knockin' On Heaven's Door,Eric Clapton,"rock, classic_rock, blues, reggae, 70s, guitar, cover, blues_rock",RnB,264083,0.805,0.588,-11.544,1,0.0403,0.684,0.776,0.0661,0.861,133.121
TRRIUON128F92F133B,"Fun, Fun, Fun",The Beach Boys,"classic_rock, 60s, oldies",,133640,0.55,0.784,-8.346,1,0.0406,0.529,0.0,0.0691,0.962,155.308
TRITUBI12903CD6F69,Here She Comes Now,The Velvet Underground,"rock, classic_rock, experimental, psychedelic, 60s, psychedelic_rock, avant_garde",,121973,0.526,0.422,-14.934,1,0.0313,0.973,0.682,0.174,0.835,114.532
TRIMEFX12903CCE6D0,Always On My Mind,Elvis Presley,"classic_rock, 70s, 60s, male_vocalists, oldies, love, beautiful",,218360,0.487,0.57,-8.833,1,0.0268,0.447,2.31e-05,0.0928,0.421,90.214
TRLWUTY128F93079EF,Whole Lotta Shakin' Goin' On,Jerry Lee Lewis,"classic_rock, oldies",Rock,172560,0.381,0.786,-5.449,1,0.034,0.703,5.65e-06,0.21,0.606,162.247
TRLJOXT128E078FB15,We're Going Wrong,Cream,"rock, classic_rock, blues, psychedelic, 60s, psychedelic_rock, blues_rock",,209506,0.338,0.189,-19.801,0,0.0327,0.708,0.0433,0.256,0.138,132.339
TRFPCZO128F148B08D,Deuce,Kiss,"classic_rock, hard_rock, heavy_metal, 70s",,185560,0.444,0.874,-8.021,1,0.0679,0.000329,0.764,0.305,0.626,127.744
TRFZNJO128F42759D9,Soldier Of Fortune,Deep Purple,"rock, classic_rock, hard_rock, 70s",,193666,0.55,0.276,-15.088,0,0.026,0.425,4.29e-05,0.108,0.247,66.802
TRYYKQT128EF343959,It's All Over Now,The Rolling Stones,"rock, classic_rock, british, blues, 60s, oldies",,206453,0.404,0.686,-10.733,1,0.0377,0.0271,7.27e-06,0.334,0.756,197.95
TRCZOCY128F422DEE3,Love in Vain,The Rolling Stones,"rock, classic_rock, hard_rock, british, blues, 60s, cover, blues_rock",,259106,0.378,0.467,-11.822,1,0.0358,0.249,0.006,0.114,0.272,180.225
TRZYBJI128F4274B84,Meet Me in the Morning,Bob Dylan,"classic_rock, folk, singer_songwriter, blues, 70s",,260026,0.558,0.559,-10.894,1,0.0437,0.0542,0.00029,0.179,0.551,146.5
TRACKLF128EF3515B7,Everybody's Talkin',Harry Nilsson,"classic_rock, folk, singer_songwriter, soundtrack, acoustic, 70s, 60s, male_vocalists, oldies, mellow",,163933,0.421,0.472,-10.545,1,0.0344,0.63,0.000154,0.0969,0.767,124.038
TRDEQEE128F92C7950,The Gnome,Pink Floyd,"classic_rock, experimental, progressive_rock, british, psychedelic, 60s, psychedelic_rock",Rock,133910,0.533,0.353,-12.261,1,0.03,0.655,0.0,0.0975,0.372,115.978
TRYAPCY128F4248286,Victoria,The Kinks,"rock, classic_rock, british, 60s, oldies",,216840,0.511,0.784,-8.068,1,0.0393,0.105,0.00331,0.253,0.803,142.275
TROHXIP128F4269AFB,My Hometown,Bruce Springsteen,"rock, classic_rock, singer_songwriter, 80s",Country,251000,0.667,0.292,-13.79,1,0.0397,0.488,5.52e-06,0.0679,0.431,117.668
TRDYMVK12903CED085,Midnight Rambler,The Rolling Stones,"rock, classic_rock, hard_rock, british, blues, 60s, blues_rock",,412760,0.489,0.658,-10.287,1,0.0866,0.776,3.42e-06,0.243,0.551,129.006
TRDUEQS128F931BEEC,Doctor My Eyes,Jackson Browne,"classic_rock, singer_songwriter, 70s, oldies",,264986,0.445,0.694,-8.839,1,0.0446,0.685,0.0569,0.699,0.209,75.211
TREQWCJ128F4290374,Crosseyed and Painless,Talking Heads,"rock, classic_rock, dance, 80s, funk, new_wave, post_punk",,285733,0.708,0.728,-9.595,1,0.0326,0.149,0.476,0.142,0.923,135.518
TRSMFMU128F42AA604,Someday Never Comes,Creedence Clearwater Revival,"rock, classic_rock, 70s, 60s, oldies",,240626,0.681,0.475,-10.998,1,0.0309,0.0323,0.000109,0.0812,0.322,136.759
TRQDIKL128F42AAD7C,This Time Tomorrow,The Kinks,"rock, classic_rock, british, soundtrack, 70s, 60s, beautiful",,200750,0.394,0.828,-7.61,0,0.0495,0.276,0.00384,0.275,0.714,128.944
TRAPBTM12903CF5E25,That's Entertainment,The Jam,"rock, classic_rock, punk, 80s, british, new_wave",,214226,0.573,0.657,-11.536,0,0.0342,0.193,0.000212,0.0586,0.772,142.224
TRKDQZA12903CB756D,25 Or 6 To 4,Chicago,"rock, classic_rock, 70s",Rock,339373,0.304,0.723,-9.781,1,0.0564,0.02,0.368,0.67,0.405,155.24
TRFMXGI128F9321060,Shout It Out Loud,Kiss,"rock, classic_rock, hard_rock, 70s",,219293,0.45,0.996,-4.169,1,0.388,0.653,3.43e-05,0.976,0.199,144.762
TRUDQZP128F42967BD,All My Loving,Jim Sturgess,"classic_rock, british, soundtrack, love, cover",,151426,0.444,0.496,-8.487,1,0.0749,0.0481,0.0,0.373,0.455,111.46
TRUDWZM128F424E90D,Ooh La La,Faces,"rock, classic_rock, folk, hard_rock, british, soundtrack, acoustic, psychedelic, 70s, oldies",Blues,208426,0.595,0.488,-10.377,1,0.0293,0.498,3.3e-05,0.0962,0.801,149.208
TRCTAES128F4266F8B,New York State Of Mind,Billy Joel,"rock, classic_rock, singer_songwriter, piano, 70s, male_vocalists",,322666,0.529,0.273,-15.414,1,0.0364,0.381,0.0154,0.0759,0.223,124.65
TRYUMZI12903D01C20,Casey Jones,Grateful Dead,"classic_rock, psychedelic, 70s, psychedelic_rock",,265067,0.671,0.405,-10.052,1,0.0392,0.385,0.0,0.132,0.828,99.678
TRRYJUR128F932DFFB,Cat's in the Cradle,Harry Chapin,"classic_rock, folk, singer_songwriter, 70s, oldies, mellow",,226853,0.516,0.549,-8.907,1,0.0443,0.432,0.0,0.137,0.463,77.689
TRVBTTF12903CD72E4,Lyin' Eyes,Eagles,"rock, classic_rock, 70s, country",Rock,381998,0.669,0.673,-9.754,1,0.0248,0.203,0.0271,0.164,0.867,132.68
TRMPFGP128F146A63C,Dance Tonight,Paul McCartney,"rock, classic_rock, folk, singer_songwriter, british, acoustic, 00s",,174933,0.54,0.888,-2.497,1,0.0447,0.103,0.0016,0.177,0.941,170.979
TRZEXIR128F92F2783,Vincent,Don McLean,"classic_rock, folk, singer_songwriter, acoustic, american, 70s, male_vocalists, oldies, love, beautiful, mellow",Pop,239093,0.43,0.154,-14.102,1,0.0334,0.916,7.05e-06,0.128,0.449,68.81
TRHYRZD128F424657C,"If You See Her, Say Hello",Bob Dylan,"classic_rock, folk, singer_songwriter, acoustic, american, 70s",,288013,0.374,0.225,-16.992,1,0.0272,0.76,0.0,0.0941,0.496,100.719
TRFQRJK128F92E40C8,Pinhead,Ramones,"classic_rock, punk, punk_rock, 70s",,162760,0.517,0.845,-5.04,1,0.0372,0.000612,0.000929,0.545,0.989,177.975
TRFFXAW128F932B89E,Summer Breeze,Seals & Crofts,"classic_rock, 70s, mellow",Jazz,204160,0.448,0.68,-4.946,0,0.0341,0.445,0.0236,0.119,0.348,88.156
TRCQOTV12903CD380C,Night Flight,Led Zeppelin,"rock, classic_rock, hard_rock, progressive_rock, heavy_metal, british, 70s, blues_rock",,218253,0.511,0.722,-9.625,1,0.0308,0.274,0.00808,0.057,0.541,100.292
TRFWDUR128E078F1E0,I Don't Like Mondays,The Boomtown Rats,"rock, classic_rock, punk, 80s, new_wave, piano, 70s",,259200,0.484,0.322,-12.433,1,0.0434,0.732,0.0,0.353,0.485,143.462
TRVEEXU128F4284AC9,Baby Driver,Simon & Garfunkel,"rock, classic_rock, folk, singer_songwriter, acoustic, 70s, 60s, oldies",Folk,194600,0.444,0.692,-11.009,1,0.0485,0.336,0.000346,0.0958,0.796,163.651
TRUSYBR12903CDE0DC,Shake Your Hips,The Rolling Stones,"rock, classic_rock, british, blues, 70s, 60s, cover, blues_rock",,179000,0.374,0.787,-7.054,1,0.0617,0.69,0.831,0.203,0.763,180.496
TROLZWG128F9306568,Happy Xmas (War Is Over),John Lennon,"classic_rock, 70s",,214066,0.3,0.684,-8.314,1,0.0334,0.346,0.0,0.719,0.419,147.347
TRXFGJX128F426345F,Can't You See,The Marshall Tucker Band,"classic_rock, 70s",Country,363640,0.415,0.503,-12.327,1,0.0366,0.373,0.0075,0.294,0.594,164.851
TRDHBKP128F4271DB7,Walk All Over You,AC/DC,"classic_rock, hard_rock, heavy_metal, blues_rock",,310000,0.233,0.869,-4.652,1,0.0646,0.00795,0.0216,0.251,0.4,162.021
TRJMLIN128F934A19B,Big Love,Fleetwood Mac,"rock, classic_rock, 80s, 70s",,218840,0.639,0.757,-12.351,0,0.0496,0.00559,0.0509,0.134,0.643,125.209
TRNQFVE128F934C056,Runnin' Down a Dream,Tom Petty and The Heartbreakers,"rock, classic_rock, 80s",Rock,262693,0.438,0.966,-6.103,1,0.0445,0.000442,0.463,0.691,0.713,169.798
TRXEOBP12903CB2B3A,Easy Livin',Uriah Heep,"rock, classic_rock, hard_rock, progressive_rock, heavy_metal, 70s",,156040,0.231,0.878,-5.128,0,0.0817,0.00326,0.013,0.144,0.506,159.781
TRDJWBD12903CBB553,Pledging My Time,Bob Dylan,"rock, classic_rock, folk, singer_songwriter, blues, 60s, oldies, blues_rock",,228160,0.264,0.654,-7.741,1,0.066,0.714,0.000169,0.357,0.711,206.391
TRFMBKI128F9335C76,Leopard-Skin Pill-Box Hat,Bob Dylan,"rock, classic_rock, folk, singer_songwriter, blues, american, 60s, blues_rock",Rock,236160,0.571,0.594,-8.664,1,0.0322,0.318,0.0,0.0908,0.967,97.37
TRFNAKJ128F92DF146,Sweet Baby James,James Taylor,"classic_rock, folk, singer_songwriter, acoustic, 70s, country, mellow",,171093,0.512,0.239,-15.055,1,0.0353,0.442,0.0,0.093,0.634,141.292
TRIEQBP12903CB2363,Big Gun,AC/DC,"classic_rock, hard_rock, heavy_metal",,263893,0.584,0.866,-6.409,1,0.0478,0.00489,0.31,0.154,0.858,133.231
TRMIBMN128F425F6CA,Ship of Fools,The Doors,"rock, classic_rock, progressive_rock, psychedelic, 70s, 60s, psychedelic_rock, blues_rock",,188506,0.367,0.689,-7.231,1,0.0295,0.388,0.0393,0.121,0.493,156.932
TRDIHKK128F9311474,Sweet Hitch-Hiker,Creedence Clearwater Revival,"rock, classic_rock, 70s, 60s",Rock,175493,0.587,0.921,-7.85,1,0.0311,0.0591,0.0464,0.334,0.961,142.502
TRRBGPO128F93325CF,Sick Again,Led Zeppelin,"rock, classic_rock, hard_rock, progressive_rock, heavy_metal, 70s, blues_rock",,282320,0.431,0.909,-8.899,1,0.0399,0.3,0.00342,0.462,0.55,113.201
TRDIFSD128F934265D,Elenore,The Turtles,"classic_rock, 60s, oldies",,150773,0.639,0.675,-6.662,1,0.0347,0.67,1.69e-05,0.23,0.865,122.146
TRFNCQR128F93426BC,Crawling King Snake,The Doors,"rock, classic_rock, blues, psychedelic, 70s, 60s, psychedelic_rock, blues_rock",,298973,0.813,0.473,-9.645,1,0.0451,0.315,3.08e-05,0.24,0.835,80.133
TRDJLXD128F93518E6,Problem Child,AC/DC,"classic_rock, hard_rock, heavy_metal, 70s",,345866,0.465,0.836,-4.222,0,0.117,0.00373,0.154,0.043,0.659,134.298
TRMPPDC128F934DF81,Summer's Almost Gone,The Doors,"rock, classic_rock, blues, psychedelic, 60s, psychedelic_rock, blues_rock",,200333,0.485,0.326,-11.551,0,0.0252,0.879,0.0445,0.249,0.611,92.601
TROIGNO12903CEDFDC,You're Gonna Miss Me,13th Floor Elevators,"classic_rock, psychedelic, 60s, psychedelic_rock",Rock,146533,0.372,0.869,-3.217,1,0.0551,0.0514,0.549,0.0679,0.785,147.381
TRHCRHS128F423D2EA,Wild Is the Wind,David Bowie,"rock, classic_rock, british, soul, 70s, love, cover",,360760,0.472,0.675,-10.34,0,0.0336,0.0138,3.39e-05,0.0459,0.516,98.049
TRNBZMV128F42B261C,Calling Dr. Love,Kiss,"rock, classic_rock, hard_rock, 70s",Country,224880,0.545,0.873,-8.37,1,0.128,0.51,2.41e-05,0.334,0.551,127.157
TREAZLV128F42A9D66,A Little Less Conversation,Elvis Presley,"rock, classic_rock, soundtrack, 60s, oldies",,99533,0.423,0.85,-5.17,0,0.121,0.0633,2.82e-05,0.161,0.912,112.129
TRWQJPM128F934B7F1,Surfin' Safari,The Beach Boys,"rock, classic_rock, 60s, oldies",Rock,121630,0.557,0.578,-10.232,1,0.0433,0.827,5.98e-05,0.347,0.964,158.509
TRDASFP12903CB315F,One Tree Hill,U2,"rock, classic_rock, 80s",Electronic,323000,0.6,0.448,-17.003,1,0.0399,0.2,0.0177,0.114,0.23,122.933
TRGALUT128F932B1F5,The Spy,The Doors,"rock, classic_rock, blues, psychedelic, 70s, 60s, psychedelic_rock, blues_rock",,255600,0.472,0.402,-10.242,1,0.0374,0.215,0.00173,0.0976,0.532,80.632
TRCRVML128F92E21AF,With a Girl Like You,The Troggs,"classic_rock, 60s, oldies",,127866,0.643,0.703,-8.768,0,0.034,0.651,0.000294,0.219,0.797,111.546
TROYFBD128F933835B,That Smell,Lynyrd Skynyrd,"rock, classic_rock, hard_rock, 70s, blues_rock",,348960,0.443,0.644,-9.233,0,0.0374,0.0126,0.053,0.328,0.616,117.199
TRWEFJB128F423362A,Only the Lonely,Roy Orbison,"classic_rock, 60s, oldies",Jazz,147000,0.583,0.563,-8.718,1,0.0282,0.4,0.00779,0.203,0.936,123.264
TRXWCCP128F92F10DC,Comin' Back to Me,Jefferson Airplane,"rock, classic_rock, folk, acoustic, psychedelic, 60s, psychedelic_rock, mellow",,320493,0.346,0.095,-26.555,0,0.0354,0.801,0.0808,0.103,0.0712,169.903
TRZBTZK12903CC1858,Highway Chile,Jimi Hendrix,"rock, classic_rock, blues, psychedelic, 60s, psychedelic_rock, guitar, blues_rock",Rock,212800,0.434,0.924,-5.129,0,0.151,0.319,5.84e-05,0.272,0.582,138.506
TRXCTFW12903CE6CD5,Jesus,The Velvet Underground,"rock, classic_rock, psychedelic, american, 60s, psychedelic_rock, mellow",,273146,0.283,0.187,-25.337,1,0.112,0.914,0.0189,0.219,0.295,95.076
TRMXSYP128F934037A,Night Moves,Bob Seger,"classic_rock, singer_songwriter, 70s",,224640,0.527,0.492,-7.297,0,0.0343,0.804,0.895,0.136,0.364,139.601
TRJABGF128F429C0E2,Rock & Roll,The Velvet Underground,"rock, classic_rock, psychedelic, american, 70s, 60s, psychedelic_rock",,283613,0.466,0.858,-4.494,1,0.0331,0.00271,3.74e-06,0.636,0.712,132.5
TRIPSXI128F92FD8B2,Almost Cut My Hair,"Crosby, Stills, Nash & Young","classic_rock, folk, 70s",Rock,269173,0.471,0.471,-10.483,1,0.0437,0.185,0.00927,0.164,0.575,136.829
TRDBFSU128F42B0BB3,Bankrobber,The Clash,"rock, classic_rock, punk, 80s, british, punk_rock, reggae, ska",Folk,273693,0.622,0.635,-8.685,1,0.0293,0.0303,1.62e-05,0.0805,0.671,140.61
TRJQETP128F421FFE9,Woodstock,"Crosby, Stills, Nash & Young","classic_rock, folk, 70s, 60s",,234573,0.458,0.538,-12.603,0,0.0551,0.132,0.00729,0.165,0.552,119.041
TRCVPGU12903CAE6A3,Hair of the Dog,Nazareth,"rock, classic_rock, hard_rock, 70s",,257866,0.298,0.477,-11.64,1,0.0318,0.00188,0.000504,0.18,0.343,128.358
TRJHMHE128F1494352,My Best Friend's Girl,The Cars,"rock, classic_rock, 80s, new_wave, 70s",Rock,221600,0.794,0.589,-7.909,1,0.0413,0.13,0.0123,0.124,0.963,121.865
TRYJMKE128F4268B8B,You've Lost That Lovin' Feelin',The Righteous Brothers,"classic_rock, soul, 60s, oldies",,218213,0.358,0.413,-8.454,1,0.0254,0.225,0.0,0.0772,0.369,94.648
TRXLLRE12903CE7388,A Saucerful of Secrets,Pink Floyd,"classic_rock, experimental, instrumental, progressive_rock, psychedelic, 60s, psychedelic_rock, avant_garde",Rock,716693,0.217,0.779,-12.711,1,0.177,0.227,0.9,0.106,0.0352,117.938
TRUHJZI128E07912A4,Bloody Well Right,Supertramp,"rock, classic_rock, progressive_rock, british, 70s",Rock,271573,0.549,0.516,-10.537,1,0.114,0.257,0.00697,0.0793,0.593,76.176
TRXURSQ12903CC4144,You Don't Fool Me,Queen,"rock, classic_rock, hard_rock, 80s, british, 90s",,324840,0.586,0.769,-8.602,0,0.0352,0.135,0.00018,0.399,0.575,121.974
TRRHMGN128F92FBB35,What It Is,Mark Knopfler,"rock, classic_rock, singer_songwriter, blues, guitar, blues_rock",,295826,0.624,0.701,-6.788,0,0.0288,0.564,0.28,0.185,0.426,122.139
TRILFWC128E0790EA9,That's All Right,Elvis Presley,"rock, classic_rock, country, oldies",,117613,0.655,0.356,-11.555,1,0.0347,0.864,2.77e-06,0.143,0.738,104.717
TRABKSG128F9339104,Melissa,The Allman Brothers Band,"classic_rock, blues, 70s, blues_rock",,237000,0.548,0.394,-13.476,1,0.0245,0.246,0.000438,0.0721,0.464,83.152
TRVYUKA12903CEA428,Wagon Wheel,Lou Reed,"rock, classic_rock, singer_songwriter, 70s",,199733,0.474,0.724,-8.932,1,0.0661,0.247,7.9e-05,0.114,0.671,134.901
TRDWEHG128F930DEB2,Cosmic Dancer,T. Rex,"classic_rock, british, 70s",Rock,266320,0.362,0.791,-8.495,1,0.0625,0.0077,0.00841,0.21,0.744,155.949
TROLQKJ128F9338FDF,Have Love Will Travel,The Sonics,"rock, classic_rock, soundtrack, 60s, oldies",,159293,0.496,0.823,-11.071,1,0.0657,0.585,0.000608,0.185,0.931,129.859
TRXNGWN128F425CEF9,Same Old Song and Dance,Aerosmith,"rock, classic_rock, hard_rock, 70s, blues_rock",,233333,0.536,0.839,-5.738,1,0.0413,0.0487,0.00105,0.383,0.583,133.197
TRLKRTG128F4285C23,The Pusher,Steppenwolf,"classic_rock, psychedelic, 60s, psychedelic_rock, blues_rock",,350040,0.505,0.404,-11.889,1,0.0265,0.106,0.0221,0.26,0.629,81.26
TRJSUQL128F9322FDE,Up On Cripple Creek,The Band,"rock, classic_rock, folk, 60s",,355826,0.517,0.869,-8.273,1,0.0876,0.655,0.00042,0.966,0.851,127.374
TRMKRSU128F930D7E8,New York Telephone Conversation,Lou Reed,"rock, classic_rock, singer_songwriter, 70s, male_vocalists",,94360,0.742,0.203,-15.449,1,0.137,0.796,0.0,0.206,0.725,86.634
TRRSWWR128F4255C69,I've Been Everywhere,Johnny Cash,"classic_rock, folk, country",Country,196733,0.725,0.708,-7.707,0,0.0675,0.67,1.04e-05,0.258,0.761,112.298
TRCBZEO128F427E24F,Who's Gonna Ride Your Wild Horses,U2,"rock, classic_rock, 90s",Rock,316426,0.432,0.679,-10.594,1,0.0366,0.0302,0.000435,0.053,0.414,132.678
TRFNYJS128F14A4FEB,Indian Summer,The Doors,"rock, classic_rock, psychedelic, 60s, psychedelic_rock, blues_rock",Jazz,154066,0.495,0.154,-17.792,1,0.0301,0.859,0.139,0.106,0.147,102.673
TRCRDKB128F935FB0E,Loving Cup,The Rolling Stones,"rock, classic_rock, british, blues, 70s, blues_rock",,264266,0.471,0.843,-5.702,1,0.041,0.636,0.0402,0.773,0.632,156.695
TRBBEEZ128E078574C,May This Be Love,Jimi Hendrix,"rock, classic_rock, blues, psychedelic, 60s, love, psychedelic_rock, guitar, blues_rock",Rock,190733,0.461,0.607,-9.28,1,0.0671,0.202,0.0932,0.0987,0.462,95.346
TRDFLZI128F92D158C,Woman From Tokyo,Deep Purple,"rock, classic_rock, hard_rock, heavy_metal, 70s",,349706,0.584,0.63,-9.984,1,0.0339,0.142,0.000592,0.226,0.498,126.263
TRDLRWA128F145A964,Heaven's On Fire,Kiss,"classic_rock, hard_rock, 80s",Rock,201400,0.679,0.866,-6.053,1,0.0634,0.00376,3.1e-05,0.312,0.785,124.325
TRJCDWH128F148C4C3,Personality Crisis,New York Dolls,"classic_rock, punk, hard_rock, punk_rock, 70s",Rock,243866,0.321,0.955,-9.578,1,0.166,0.0553,4.78e-06,0.0829,0.226,143.265
TRXLELS128F42A9915,Saturday Night Special,Lynyrd Skynyrd,"rock, classic_rock, hard_rock, 70s, blues_rock",,309453,0.548,0.593,-9.446,1,0.0526,0.0132,0.000294,0.159,0.563,121.31
TRZVJCK128F425E21A,Radio Nowhere,Bruce Springsteen,"rock, classic_rock, singer_songwriter",Rock,200853,0.402,0.96,-3.792,1,0.0482,0.01,0.0,0.349,0.594,140.2
TRFLJDW128F428B0B9,I've Just Seen A Face,Jim Sturgess,"classic_rock, british, soundtrack, 60s, male_vocalists, love, 00s, cover",,110440,0.509,0.831,-6.816,1,0.0579,0.028,0.000436,0.162,0.373,135.665
TRUJIJZ128F1464C1D,Bye Bye Love,The Everly Brothers,"classic_rock, 60s, country, oldies",RnB,139389,0.641,0.499,-9.894,1,0.0489,0.586,0.0,0.116,0.893,84.529
TRLLPHZ128F93390AE,Be-Bop-a-Lula,Gene Vincent,"classic_rock, 60s, oldies",,158973,0.508,0.634,-13.439,1,0.0392,0.753,3.68e-05,0.18,0.943,133.124
TRFLFIG128F92EEC66,Chapter 24,Pink Floyd,"classic_rock, progressive_rock, british, psychedelic, 60s, psychedelic_rock",,222426,0.231,0.376,-10.898,1,0.0335,0.704,0.000572,0.0606,0.344,128.746
TRWXJYH12903CA885C,Who's Crying Now,Journey,"rock, classic_rock, hard_rock, 80s",,301160,0.567,0.609,-7.466,0,0.0289,0.0984,0.0,0.118,0.424,122.428
TRLKSVN12903CA44AB,One Way Out,The Allman Brothers Band,"rock, classic_rock, soundtrack, blues, 70s, blues_rock",Metal,297400,0.553,0.742,-8.439,1,0.0441,0.494,0.082,0.906,0.682,106.665
TRABEIU128F4266CC2,I Can't Tell You Why,Eagles,"classic_rock, 80s, 70s",RnB,295049,0.707,0.346,-12.397,0,0.0251,0.69,0.145,0.1,0.49,85.094
TRHZYKR128F9352360,You're a Big Girl Now,Bob Dylan,"rock, classic_rock, folk, singer_songwriter, 70s, beautiful",,272200,0.597,0.308,-16.527,1,0.0452,0.795,4.03e-05,0.0469,0.413,75.414
