song_id,total_song_plays,unique_song_users,popular
TRGBVAG12903CBD579,1046,516,True
TRGBVAJ12903CB7062,3,2,False
TRGBVAK128F42B62FA,690,118,False
TRGBVDZ128EF356AF9,501,237,False
TRGBVMK128F933B442,61,30,False
TRGBVQM128E0791FAB,503,162,False
TRGBWBS128F92D7215,406,265,False
TRGBWOJ128F42B92C1,73,32,False
TRGBWRR128F4253709,108,47,False
TRGBWYI12903CFEAE4,7,7,False
TRGBYJF128F146A362,42,30,False
TRGBYPJ128F427F0E6,445,243,False
TRGBYVC128F4276032,80,22,False
TRGBZAT128F148D0BE,3,2,False
TRGBZSH128F9347600,124,50,False
TRGCAAH128F92FF8E2,13,10,False
TRGCAYM12903CB5F6C,871,263,True
TRGCBCZ12903CB7077,126,42,False
TRGCBNZ128F42AC944,1305,292,True
TRGCCDN128F1477678,843,280,True
TRGCCDP128E0781B21,2056,1184,True
TRGCCEE128F4261FEB,18,11,False
TRGCDFB12903D13082,1,1,False
TRGCDKU128F1482021,8032,2702,True
TRGCFTD128F422BC6C,1094,343,True
TRGCHDN128F428B06D,23,9,False
TRGCHLH12903CB7352,78443,29708,True
TRGCHSV128F42594C5,972,345,True
TRGCIGO128F9310CFE,169,77,False
TRGCJXT128F9319E28,523,95,False
TRGCKBS128F1482218,377,164,False
TRGCKIX12903CE9C3B,13,9,False
TRGCLRN12903CD6ED0,47,23,False
TRGCMFR128F42B70B9,203,57,False
TRGCMVF128F423C6AB,3268,1401,True
TRGCMYO128F931EAEC,775,352,False
TRGCNWO128F4281326,372,204,False
TRGCOIP128F424BD93,30,13,False
TRGCOLC12903CDF97D,52,23,False
TRGCOLE128F932A324,28,21,False
TRGCOVM128F9329D43,6,3,False
TRGCPYK12903CF6AEF,286,108,False
TRGCQCF128F428C400,85,29,False
TRGCQGT128F1469EC3,1056,260,True
TRGCQQC128F423EA46,30,10,False
TRGCQRC128F42811D9,1,1,False
TRGCQRV12903CD013B,62,14,False
TRGCRLC128F428B954,148,72,False
TRGCRZW128F4216B41,321,222,False
TRGCTIB128F9331866,8,4,False
TRGCTLF128F428B70D,59,40,False
TRGCUIN12903CDDF42,23,11,False
TRGCULJ128F9329A7C,4,3,False
TRGCVLT128F427DEBF,724,303,False
TRGCVOF128F93438A2,29,13,False
TRGCVTP128F429555A,268,152,False
TRGCWWD128F92F91D7,437,251,False
TRGCXUD128F42695D2,99,21,False
TRGCZFO128F92EE221,189,71,False
TRGCZSK12903CEA515,131,40,False
TRGCZVR128F9328532,23,9,False
TRGCZVY12903CBFE11,4,3,False
TRGDAOS128F42999CA,134,68,False
TRGDBDH128F42918A9,631,324,False
TRGDBSF12903CBBD6A,2590,957,True
TRGDBVE12903CD1891,3,1,False
TRGDCAQ128F42322A5,54,26,False
TRGDCAT12903D05D17,27,8,False
TRGDCOM128F93507E7,14,4,False
TRGDCXG128F92E8A2D,5,4,False
TRGDDAZ128F422F145,372,172,False
TRGDDPS128F92F22AE,15,9,False
TRGDDZJ128E0785759,5,3,False
TRGDEEG128F92D81BE,124,55,False
TRGDEII128F4299E32,3908,1607,True
TRGDEQK128F92F8DC0,126,63,False
TRGDFNC128F426C422,60,35,False
TRGDGLX12903CA4D2E,38,15,False
TRGDGUZ12903CB39FD,83,20,False
TRGDHEC128EF34C0FE,208,80,False
TRGDHMQ128F424BE7F,3,3,False
TRGDITQ128F9303354,471,268,False
TRGDJEX128F423339D,256,97,False
TRGDJHZ128F1499631,23,10,False
TRGDJVL12903C9AA34,2200,688,True
TRGDLND128F9316A08,125,63,False
TRGDLYG12903CB0D32,6883,2727,True
TRGDMFK128F92FE2FC,111,42,False
TRGDMFT128F42599BE,8,8,False
TRGDNAJ12903CEAB96,2,2,False
TRGDOAF12903CB80D9,2842,957,True
TRGDOKE128E079506F,34,10,False
TRGDOLT12903CC2FA0,3,2,False
TRGDOZU128E0792C50,24,14,False
TRGDQFS128F933AD5C,8801,3710,True
TRGDQHR128F931A42B,448,277,False
TRGDQXO128F428EE14,533,257,False
TRGDRTZ128F92E6CB9,98,61,False
TRGDRWD12903CD9EFC,162,119,False
TRGDSQW128F931BDAF,7,3,False
TRGDSTU12903CFD7AC,415,162,False
TRGDTDK128F42634CD,4858,1255,True
TRGDTLE128F92D1FBE,7,6,False
TRGDUEK12903D00449,395,163,False
TRGDUJG128E0782712,321,244,False
TRGDUVX128F4250B11,102,32,False
TRGDUYB128F423A7D0,1,1,False
TRGDUYC128F9307FC2,240,73,False
TRGDVCZ128F93268D6,834,616,False
TRGDVRO128F92F5994,5,2,False
TRGDWNW128F424697F,16,9,False
TRGDWQU128F92CBC84,2132,405,True
TRGDWSL12903CB69BF,11,3,False
TRGDWWN128F4229892,94,38,False
TRGDXLG128F934B685,460,254,False
TRGDXPZ12903D014EE,20,10,False
TRGDXRN128F9345475,2,2,False
TRGEAWE128F145C78A,55,10,False
TRGEBKD128F427267D,2152,592,True
TRGEBLV12903D0219E,286,114,False
TRGEBMW128F14610D0,476,199,False
TRGEDWJ128F42B74A3,269,40,False
TRGEEAS128F42B2313,733,209,False
TRGEEXZ128F427D87C,3506,1503,True
TRGEGMV128F146F502,2368,802,True
TRGEHDL128F424EF64,1,1,False
TRGEHNV12903CF23CC,122,58,False
TRGEHYN128F931EB14,325,133,False
TRGEIDA128F933B4B8,9146,4140,True
TRGEIPC128EF357B2F,1254,592,True
TRGEJRL12903CA7231,477,99,False
TRGEKGQ128F1467E2A,3293,1175,True
TRGELKF128F14683AC,364,255,False
TRGELMF12903CA5482,37,19,False
TRGEMKV128F425DBD5,7,4,False
TRGENMC128F4263658,4546,2383,True
TRGENMT12903CB4EE7,307,78,False
TRGENNT128F424D67F,2524,842,True
TRGENRK128F934C61E,230,80,False
TRGEOGI12903CC62A6,2285,648,True
TRGEOIU12903CB7037,796,285,False
TRGEPAP128F429427D,280,77,False
TRGEPLY128F92D7F99,358,174,False
TRGEQUX128E0785E24,6869,4630,True
TRGERKE128F428AAEE,474,180,False
TRGERUL12903CAC5EB,67,36,False
TRGERYB128F9328AA7,32,32,False
TRGETDV128E0796895,171,67,False
TRGEUAB128F426B9A2,168,78,False
TRGEUIY128F4268A5F,2510,823,True
TRGEULJ128F934AD33,833,273,False
TRGEUXY128F4226B26,134,62,False
TRGEVHJ128F146CC1E,762,353,False
TRGEWZU128F9319F3B,391,191,False
TRGEXNK128F14654BD,27,13,False
TRGEXPB12903CDD13D,20,8,False
TRGEYVE12903CEDF9C,20,14,False
TRGEZFW128F147FD21,2884,749,True
TRGEZMR128F422E768,32,17,False
TRGFAGJ128F9322F4D,24,16,False
TRGFBBX128EF357A82,49,2,False
TRGFBDU12903CE68A3,18,11,False
TRGFBUQ128F42693DD,7,7,False
TRGFBXT12903CF6AF0,81,26,False
TRGFCUM128F9308310,148,96,False
TRGFDAT128F92D2455,77,39,False
TRGFDGE128F145ACF6,219,113,False
TRGFEBJ12903CCD130,714,458,False
TRGFECK128F1485711,117,82,False
TRGFFHA12903CC854A,9,7,False
TRGFFJK128F9330946,9,7,False
TRGFFSJ128F1462481,765,388,False
TRGFFXV128F146E8D0,346,164,False
TRGFGKK128F421BBB0,70,23,False
TRGFGTX128F422B0AF,693,216,False
TRGFHZF128F42AE078,13,7,False
TRGFIFN128F930A73D,157,50,False
TRGFJPT128F92EF4BC,203,51,False
TRGFJWE128F93110D3,262,95,False
TRGFKEN128F42913D5,2,2,False
TRGFKNN128F935696C,1225,483,True
TRGFKQO128F1482525,489,315,False
TRGFMDK128E078BE09,506,325,False
TRGFMFD128F92D02A0,119,43,False
TRGFMWA12903CE6A7A,731,273,False
TRGFNSL128F92E6FAA,129,67,False
TRGFNXB12903CA8E1F,88,20,False
TRGFNZS12903CECE68,8,3,False
TRGFQJQ128F9305C91,890,420,True
TRGFQQF128F93367A7,10,7,False
TRGFQXC128F92F3C37,5257,1929,True
TRGFRWZ128F92EC197,29,10,False
TRGFSVN128F429C4F8,50,43,False
TRGFTEG128F93177F5,157,58,False
TRGFTIN128E0792AC4,338,175,False
TRGFTNE128F423A011,272,42,False
TRGFUBD128F428E4AF,859,300,True
TRGFUYU128F93221E3,156,72,False
TRGFVDH12903D05DEC,136,122,False
TRGFVFV12903D0165F,17,13,False
TRGFVNF128F92E246C,21,11,False
TRGFVQF128F42392D2,769,286,False
TRGFVTU128F934B279,540,224,False
TRGFVYS128F931A050,59,26,False
TRGFWDJ128F1456F1B,26,15,False
TRGFWGC128F934B698,25,14,False
TRGFWIW12903CBF838,44,22,False
TRGFWML128F92DFAE4,243,83,False
TRGFWUU12903D0228F,1139,455,True
TRGFXCI128F933FF0B,108,25,False
TRGFXCY128F42A6AD7,97,42,False
TRGFZXV12903CB2D80,4475,1784,True
TRGFZZU128F148C5FF,633,304,False
TRGGADA12903CE2A20,341,121,False
TRGGAUY128F42772FF,1,1,False
TRGGBKA128F428E461,513,357,False
TRGGBNB128F9342205,6,5,False
TRGGBPS128F14675B0,55,17,False
TRGGBZZ128F92F99F4,3921,1413,True
TRGGCIU128F92F281C,696,256,False
TRGGCJS128F426EC37,141,83,False
TRGGCMO128F934783A,25,18,False
TRGGDOF12903D03AEE,689,349,False
TRGGDXN128F429313A,159,68,False
TRGGEZF12903CC5943,63,25,False
TRGGFER128F9326150,857,421,True
TRGGFHK128F93097EC,32,22,False
TRGGFIW12903CD1479,8,4,False
TRGGFVY128E078E8AF,2069,1034,True
TRGGFWU12903CDAC3B,13,10,False
TRGGGNL128F9326506,381,151,False
TRGGHEU128F1469B4A,40,32,False
TRGGHYQ128F93205EC,42,21,False
TRGGIUA128F4269012,71,56,False
TRGGIZL128F92D16FE,39,18,False
TRGGJHF128E078E9AC,183,106,False
TRGGKNK128F9334948,838,366,False
TRGGKUR128F4279EC0,43,18,False
TRGGKVH128F1478536,100,55,False
TRGGLIG128F424E448,363,172,False
TRGGLIT128F92D21D1,21,11,False
TRGGLQD12903D1256C,6045,2779,True
TRGGNBE128F1464D4A,2191,965,True
TRGGNNH128F42599C3,6615,2441,True
TRGGNTY128F42B36E3,358,145,False
TRGGQPF128F4248C59,46,27,False
TRGGQRC12903CE4391,239,107,False
TRGGRBY128F1451DC6,277,120,False
TRGGRHL128F92FAD96,11,9,False
TRGGRQC12903CAE9F5,22,12,False
TRGGRZR128F42B8FE5,356,90,False
TRGGSDN12903CD4312,199,126,False
TRGGTEM128F42963A7,141,78,False
TRGGTMP128EF35F803,598,152,False
TRGGUDG128E0784ACF,359,192,False
TRGGUFS128E0789009,268,83,False
TRGGULV128F4295F6A,4063,1764,True
TRGGVKM128F934EC6B,189,81,False
TRGGVLY128F93289FD,50,24,False
TRGGVRR128F932A54A,222,127,False
TRGGZAL128F14AD477,76,60,False
TRGGZMX12903CE4370,34,6,False
TRGGZOJ128E0781CFB,4,2,False
TRGHAEO128F4253464,4,4,False
TRGHAIW128F931A018,7,4,False
TRGHBAR128F1451FC5,247,40,False
TRGHDAG128E078EF19,199,78,False
TRGHDMK128F934127F,88,37,False
TRGHELO128F425D3CE,8,6,False
TRGHEVK128F425EB78,24,11,False
TRGHEXM128F9337DDD,64,26,False
TRGHFIH12903CF3FF3,766,154,False
TRGHGBD128F422C708,9,4,False
TRGHGJU128F930BDE7,27,17,False
TRGHGYF12903CE7113,14,9,False
TRGHHGK128F428B123,130,41,False
TRGHHJF128F42BA1CB,1854,777,True
TRGHHXE128F42782BF,99,43,False
TRGHIJI128F934B287,570,172,False
TRGHIRU128F4224974,188,26,False
TRGHIUF128F148C230,172,119,False
TRGHJBB128F92CC907,194,75,False
TRGHKHU128F427F0E3,530,282,False
TRGHLBG128F14A19BE,55,35,False
TRGHLBU128F934D035,58,38,False
TRGHLHY128F92E36A8,1202,412,True
TRGHMMR12903CA15B5,22,6,False
TRGHMRU128F1478067,1406,454,True
TRGHMYW12903CEE43B,28,17,False
TRGHNJI128F421A087,58,29,False
TRGHNJM128F146930E,2385,940,True
TRGHOIP128F42563F0,104,37,False
TRGHOQM12903C9F66F,123,19,False
TRGHPHL128F9336D4B,69,41,False
TRGHPSX128F4299E41,3,3,False
TRGHPZO128F425B513,1419,484,True
TRGHTCM128E0793E58,403,231,False
TRGHUAK12903CFFA49,20,13,False
TRGHUIU12903CBBD0A,800,501,False
TRGHUWY128F423EAA9,417,213,False
TRGHUXQ128E0792073,1141,471,True
TRGHVIH128F4254F9B,1076,383,True
TRGHWQU128F1451DEB,19,4,False
TRGHWTM128E0795069,35,13,False
TRGHWYG12903D08161,88,46,False
TRGHYKU128F92F894F,4,4,False
TRGHYLD128F932318F,72,42,False
TRGHYVB128F92EB230,706,170,False
TRGHZDT12903CD43C7,166,71,False
TRGHZQL128F4214272,2702,467,True
TRGIBPU128E0789A01,191,72,False
TRGICMC128F425DBEE,10,7,False
TRGIDEJ128EF349E58,1800,480,True
TRGIEHQ128F14668E3,9577,2778,True
TRGIFNN12903CB8A95,308,139,False
TRGIFTE128E078EE52,190,121,False
TRGIGJV128F931F00B,3,1,False
TRGIGOM12903CE8965,4335,1972,True
TRGIGPT128F92CEB7D,52,20,False
TRGIHDO128F92F6FE0,1116,263,True
TRGIHEZ12903CDB1D6,1308,621,True
TRGIHFV12903C952E3,25,14,False
TRGIHXS128EF345FA3,166,58,False
TRGIJKQ128F930020D,782,381,False
TRGIKDS128F425D5BE,872,392,True
TRGIKST128F930F6EF,19,11,False
TRGILXE128F429BBEE,1577,844,True
TRGILXR128F424FE7E,171,73,False
TRGINKF128F426C324,25,5,False
TRGIPDA128F9312C55,50,22,False
TRGIQBX128F42AA443,1926,751,True
TRGIRSN12903CBB6EE,330,62,False
TRGIRUK128F14658ED,1,1,False
TRGIRVI128F14AE781,106,68,False
TRGITOJ128F9344162,316,111,False
TRGIVZT128F42776BD,1595,555,True
TRGIWCZ128F931C5E1,95,27,False
TRGIYDK128F423EEB0,1939,927,True
TRGIYHD128E0781456,124,48,False
TRGIZTH128F1474DD1,1,1,False
TRGIZVR12903CDAFD4,6,6,False
TRGJACY128F9336275,121,45,False
TRGJAIE128F92F8C47,30,13,False
TRGJBFW12903CED835,31,4,False
TRGJENT128F428AE96,851,264,True
TRGJEOQ128F92ED086,39,18,False
TRGJGGK12903C9FEC4,43,20,False
TRGJGUJ128E07929D5,16,13,False
TRGJHAQ128F92D46E9,358,252,False
TRGJILT12903CF4592,3,3,False
TRGJIMU128F9317113,777,330,False
TRGJINN128F422E0B7,12,4,False
TRGJIPH128F9340F92,649,252,False
TRGJKXL12903CB16A3,54,30,False
TRGJKZC128F92F21F0,10,1,False
TRGJNHK128F426EC10,170,99,False
TRGJPKO128EF351C49,13,3,False
TRGJPSP128F4261040,982,230,True
TRGJQKL128F428B691,6,2,False
TRGJQVF12903CDAF21,51,30,False
TRGJRFM128E0789705,323,161,False
TRGJRQZ128F42261A3,1,1,False
TRGJRRA128F9309787,36,15,False
TRGJSDP128F42644D0,63,41,False
TRGJSOU128F4271EF3,349,150,False
TRGJSYO128F1465644,5376,2244,True
TRGJTIG128F4297F44,619,137,False
TRGJTIY128F4296A0E,3596,1329,True
TRGJTOW128F4284C9D,62,24,False
TRGJUKR128F429E9E1,921,458,True
TRGJVBD128F9329DB9,158,143,False
TRGJWDV128E078EF07,559,324,False
TRGJWUD128E078DF64,1252,595,True
TRGJXME128F92CEBA5,632,266,False
TRGJXTC128F4278ECC,2571,1064,True
TRGJXVO128F429E90B,92,70,False
TRGJYTM128F92E74E3,35,15,False
TRGJZBB128F93096B4,9,6,False
TRGJZRY128F1455257,487,190,False
TRGJZXL128F932725B,1059,337,True
TRGJZXQ12903D00646,618,222,False
TRGKAFQ128F427B6F8,2417,998,True
TRGKAHN128F4253C0E,5236,2479,True
TRGKATQ128F146CAEE,304,147,False
TRGKAYQ12903CB07C3,123,29,False
TRGKEHE128F148D1A4,665,385,False
TRGKETW128F1458540,317,172,False
TRGKFAV128F148A1AD,148,114,False
TRGKFVP128F42782DA,3,2,False
TRGKHLJ128F425ABFA,366,103,False
TRGKHMG128F9320994,1468,722,True
TRGKHZT128F932EDC3,464,177,False
TRGKJBQ128F92F8400,2399,923,True
TRGKJJU128F932A48B,3755,715,True
TRGKKRD128F428B94E,354,143,False
TRGKLBT128F427F304,46,23,False
TRGKLFO128E078EC41,968,386,True
TRGKLSE12903CCC5CD,15731,5414,True
TRGKMHB128F92FFE72,29,19,False
TRGKNDA128F92FD337,89,14,False
TRGKOHP128F9323745,1254,381,True
TRGKOHW128F148DCEB,9,7,False
TRGKOVQ128F92E742A,1392,843,True
TRGKPEY128F92F628A,115,47,False
TRGKPNR128F427A71A,9313,4403,True
TRGKQCB128F428CDC8,50,34,False
TRGKQKY128F930B1E7,28,15,False
TRGKQSJ128F42597A0,759,329,False
TRGKQVL128F4214804,1655,904,True
TRGKQWZ128E0781725,1715,931,True
TRGKRDK128F92EB739,19,9,False
TRGKRTL128F9319C95,53,23,False
TRGKRVN128F425A241,10,7,False
TRGKTAD128F425C73E,38,30,False
TRGKULK128F146CB53,2296,756,True
TRGKVGI12903CCFC23,257,71,False
TRGKVHR128F42719C7,287,138,False
TRGKVLZ128F92D2185,48,10,False
TRGKVMD128F426A273,62,10,False
TRGKVMG128E0798B36,53,34,False
TRGKVNV128F4228F3F,7,5,False
TRGKWDD12903CFE35F,80,28,False
TRGKWHO128F933361A,5167,1985,True
TRGKWZS128F933A586,10,8,False
TRGKXTD12903CA830F,75,36,False
TRGKYHV128F930184F,555,243,False
TRGKZEQ12903CAF5D8,1798,790,True
TRGKZGB128F4261334,482,296,False
TRGKZHR128F4235433,32,10,False
TRGKZXF12903CEC7B1,653,376,False
TRGLAAN128F422A8B6,10,2,False
TRGLAKP128F42963AA,62,38,False
TRGLAQC128F92D9790,71,14,False
TRGLARG12903CF3079,343,118,False
TRGLBSB128F14783CD,32,5,False
TRGLCZY12903CF209D,14,7,False
TRGLECE128F934BAEF,19,12,False
TRGLFOY12903CD7B05,163,49,False
TRGLFSX128F422C071,7,6,False
TRGLHVX128F930135C,114,59,False
TRGLHXP128F426EBE4,1405,493,True
TRGLIPW128F92DE72B,879,352,True
TRGLKDR128F421AFB5,5,2,False
TRGLLIJ128F422923E,4,3,False
TRGLLNU128F4248444,15,9,False
TRGLLXB128F92D5589,3380,1715,True
TRGLMEM128F9322F63,40,11,False
TRGLNKG128F9307689,1948,643,True
TRGLOAC128F9311016,32,10,False
TRGLOIZ12903CF42F8,340,122,False
TRGLOZW12903CED30A,341,124,False
TRGLPDR128F42AFA00,42,27,False
TRGLPEE128F931ED54,1135,339,True
TRGLPJB12903D015FD,31,16,False
TRGLQLL128F427C004,158,70,False
TRGLRDV128F93299D8,5,1,False
TRGLRYC128F934BCD5,35,27,False
TRGLRYL128F932C29C,2,2,False
TRGLRZS128F421B4A1,400,115,False
TRGLSXI12903CF3E99,46,19,False
TRGLTGU128F42807E8,5,3,False
TRGLUEZ12903CBB929,23,11,False
TRGLVUM128E0787D33,510,245,False
TRGLXOX128F4250CC9,18,15,False
TRGLYJD128F428ED5A,1,1,False
TRGLYOP12903CA4C95,43,21,False
TRGLZZO128F146FE51,789,305,False
TRGLZZR12903CF2165,22,13,False
TRGMARK128F1496B3F,836,289,False
TRGMBJS128F148CF36,470,214,False
TRGMBNE128F9302F46,10,6,False
TRGMCEI128F42B1B3C,217,87,False
TRGMCFR128F14B0F4E,314,195,False
TRGMCJU128F92ECA10,17,12,False
TRGMCPV128F92E71B5,150,46,False
TRGMCQT128F92FED48,2635,1164,True
TRGMDAQ128F933797D,26,18,False
TRGMDYL128F428E44F,153,88,False
TRGMDZS128F932C777,35,15,False
TRGMEJH128F147C1DB,1424,762,True
TRGMFNK12903CCDEA5,1745,650,True
TRGMGCS12903CFAC05,304,167,False
TRGMHGM128F934B38A,1019,430,True
TRGMHZG128F4271F00,117,54,False
TRGMIJA128E0785DD2,182,126,False
TRGMJGL12903CB5093,60,24,False
TRGMKLZ128F428B9BB,58,24,False
TRGMKXN128F932BC95,83,26,False
TRGMLKD128F423107F,11,8,False
TRGMLUN128E078418C,211,100,False
TRGMNEE128F146AAD9,1383,565,True
TRGMOGL128F426B2EE,49,24,False
TRGMOIJ128F92F9010,178,78,False
TRGMQOS12903CFF902,386,257,False
TRGMRAT128F4228115,12,6,False
TRGMRZC12903CE1DB3,117,38,False
TRGMSBR128E078FC4B,7,5,False
TRGMSPF128F1476F9B,1154,565,True
TRGMSRM12903CC231B,201,50,False
TRGMTHD128F931FC41,7,4,False
TRGMTNW128F427F166,20,8,False
TRGMTSI128F931C297,53,33,False
TRGMTUN128F4260453,28,12,False
TRGMTXH128F428B70B,300,110,False
TRGMUBC128F14862A6,71,53,False
TRGMULK128F934B5B9,526,241,False
TRGMVJU128F422C14B,369,139,False
TRGMVZO128E078607E,671,222,False
TRGMWUO128F42902B4,862,524,True
TRGMWXV128F92DF8F0,3696,1012,True
TRGMXIA128F92FDBC1,1400,429,True
TRGMXVT128F93112ED,2232,779,True
TRGMYFM128F429054E,1,1,False
TRGMYFX128F1451878,255,86,False
TRGMYTT128F934C22B,168,87,False
TRGMZNT128F92DE267,30535,12161,True
TRGMZRY128F9341CFA,9,5,False
TRGNAGR128F145418D,1028,450,True
TRGNAPA128F42AAE04,2,2,False
TRGNBAJ128F931FC3C,8,7,False
TRGNBAQ128F148D6A7,1076,306,True
TRGNBHM128F92E1FE8,2683,1331,True
TRGNBQZ128F930C1B8,918,314,True
TRGNBVA12903CA735B,5143,3190,True
TRGNDDE128F4295728,303,237,False
TRGNDEZ128F931B866,61,19,False
TRGNDGN128F1454189,42,28,False
TRGNDNE128F92E50F5,2930,1492,True
TRGNEIO128F14563CB,236,90,False
TRGNFZV12903CFEB68,2,2,False
TRGNGLP128F14AA983,376,83,False
TRGNHHW128F9340D7D,59,14,False
TRGNHZC128F4288B7B,3,2,False
TRGNJFN128F4254167,89,58,False
TRGNJLG12903CC003F,22,12,False
TRGNLDL128F14B142A,1625,388,True
TRGNMBG128E078AA00,92,56,False
TRGNMBR128F92FFB1C,350,149,False
TRGNMTD128E078884F,5944,2115,True
TRGNNLM128F42B356A,38,24,False
TRGNNRA128F429E9B6,1259,490,True
TRGNOFL128EF34E4D5,1237,388,True
TRGNPDZ12903CA2759,778,360,False
TRGNPQO128F428CCE4,22,18,False
TRGNQAL128F9300353,10,5,False
TRGNROD128F148B425,122,49,False
TRGNRYU12903CE4672,132,69,False
TRGNSEF128F9318AA9,437,149,False
TRGNSIE128F9311563,679,461,False
TRGNTLG12903CF25D9,1594,685,True
TRGNTPJ128F42912FE,1,1,False
TRGNTRX12903CBFE03,15,5,False
TRGNTTG128F934C49F,9,7,False
TRGNTWI128F14637DA,54,22,False
TRGNUHJ128F1452123,9,8,False
TRGNUJQ128F428F2A2,96,28,False
TRGNUSX12903CF7F86,649,221,False
TRGNVAI128F42BA686,74,22,False
TRGNVDE128F934265A,20,7,False
TRGNWAR12903D01DB9,81,26,False
TRGNWEE128F1457FAB,1121,346,True
TRGNWJJ128F429EA67,1664,1309,True
TRGNXCQ128F4258553,120,36,False
TRGNXKG12903D01A8D,551,227,False
TRGNXUA128F92E0170,1262,478,True
TRGNYDW12903CCB94D,7,6,False
TRGNZCH128F425B9F6,116,52,False
TRGNZGN12903CDF6BF,40,16,False
TRGNZLV128E0789AAF,547,286,False
TRGOAFZ128F92F333A,100,33,False
TRGOALX128F423F2BD,191,127,False
TRGOAYD128F9300186,12,2,False
TRGOCEI128F92E53A8,519,276,False
TRGOCGR128F149D9BF,137,64,False
TRGOCQD128F92FE4F3,1069,616,True
TRGOCXO128F428B090,282,72,False
TRGOCYO12903CF85E3,7,6,False
TRGODFM12903D0CD65,33,21,False
TRGOEIY128F934CCA4,117,77,False
TRGOEQT128F92FD2F3,53,22,False
TRGOERQ128E0782865,812,451,False
TRGOFAB128F4267DF7,142,79,False
TRGOFNO128F42AE3B2,1604,533,True
TRGOFWM128F92F3BC0,981,607,True
TRGOHDJ12903CDF6CB,32,13,False
TRGOHEG128F4284129,4890,3242,True
TRGOHJU128F1453D50,2316,892,True
TRGOJDP128F9351B0C,44,24,False
TRGOJNK128F92F2A03,4491,1819,True
TRGOKCU128F92EF28C,134,60,False
TRGOKET12903CD74F9,72,37,False
TRGOKQN128F426E31F,3,3,False
TRGOLLE128F14B187C,76,43,False
TRGOLMO128EF35161F,504,230,False
TRGOMQC128F427E291,1910,560,True
TRGOMUU128F933BC9E,355,118,False
TRGOMVE128F934B5BE,187,111,False
TRGONEC128F1458F36,139,77,False
TRGONFW12903CF392B,24,18,False
TRGONOF128F4281C3C,1192,587,True
TRGONXF128E0787D5E,1644,635,True
TRGONZC128F4279008,2,2,False
TRGOOOR128E078F970,506,197,False
TRGOOQN128F92FEA30,21,15,False
TRGOOYU128F92E62B1,3666,1512,True
TRGOPOH12903CC021E,61,35,False
TRGOPZH128F4298701,303,196,False
TRGOQEQ128F4267639,269,65,False
TRGOREU128EF35F881,34,16,False
TRGORYV128F1475548,99,23,False
TRGOSDR128F4233A8A,494,153,False
TRGOSPU128F932101B,142,86,False
TRGOTXW12903CB2CEE,5122,2384,True
TRGOUGC128F4253E61,2077,628,True
TRGOUNV128F4281928,12232,5084,True
TRGOVHQ128F429109F,105,70,False
TRGOVXL12903CE52DB,374,121,False
TRGOWXT12903CDF6CD,41,16,False
TRGOWZQ12903CDC96A,7,3,False
TRGOXBT128F9337DE3,476,222,False
TRGOXJS128F92D4290,116,38,False
TRGOYGS128F4263CC9,12,10,False
TRGOYVY128F425CB96,2197,900,True
TRGOZUD128F9302E12,24,15,False
TRGPAVU12903CDB288,82,53,False
TRGPBPN128F42792A3,480,180,False
TRGPBTB128F92F76E3,7,3,False
TRGPCUN128F1465269,744,347,False
TRGPDJR128F934AB1A,728,431,False
TRGPEGR128F42923A2,1319,409,True
TRGPENP128F9344A4C,298,104,False
TRGPETY128F92FF73E,10,8,False
TRGPEWP128F149F30A,179,80,False
TRGPFVS128F93417D5,549,121,False
TRGPGKN128F935A667,484,307,False
TRGPHZB12903CF45CF,6,5,False
TRGPIPT128F423EF2D,159,75,False
TRGPKIX128F9329382,843,215,True
TRGPLFW12903CB316A,161,77,False
TRGPMSB12903CE0A45,34,19,False
TRGPMUM128F4291486,81,27,False
TRGPNGS128F9303766,8,7,False
TRGPNSP12903CDA5E7,780,493,False
TRGPOWD128F14A3A24,862,437,True
TRGPPHY12903CEE13B,141,65,False
TRGPQAT128F9329543,45,18,False
TRGPQDW12903CD8C27,115,43,False
TRGPQIZ128F1465041,68,44,False
TRGPQKT12903CC43BD,257,80,False
TRGPSLY128F4257E89,793,444,False
TRGPSPF128F4283FBC,19,8,False
TRGPSSU128F42B77D0,288,131,False
TRGPSZD128F932E373,926,397,True
TRGPTPT128F92CFBC1,1392,567,True
TRGPVHB128F92F6278,358,132,False
TRGPXMK128F931937E,165,74,False
TRGPYTY128F92DDE4A,497,135,False
TRGPZAR12903CAFFAE,1945,773,True
TRGPZOH128F14649C6,1562,975,True
TRGQBTE128F42554CA,34,25,False
TRGQCJK12903CC4073,5,4,False
TRGQCYB12903CC2384,9,5,False
TRGQDSZ12903D00762,16,4,False
TRGQDUX128F148B2DE,189,99,False
TRGQFAB128F4259E7C,1842,751,True
TRGQFIO128EF340E01,141,76,False
TRGQFUZ128F92ED646,576,255,False
TRGQHPS128F92CC7EB,12,8,False
TRGQIVJ12903D03126,49,16,False
TRGQJGJ128F42AB504,35,23,False
TRGQJNM128F14611B1,625,227,False
TRGQJQD128F4255877,351,129,False
TRGQKRR128F930F4B7,78,22,False
TRGQKVS12903CF5E1C,237,71,False
TRGQMSY128F92EA2FB,7,5,False
TRGQOBQ128F428AA62,151,72,False
TRGQOEQ128F92C79E5,18,12,False
TRGQOLS128F93033E9,400,160,False
TRGQOQE128F426EC24,147,89,False
